"maxiter","width","height","lower_r","upper_r","lower_i","upper_i","nb_thread","loadbalance","try","thread","thread_start_time_sec","thread_start_time_nsec","thread_stop_time_sec","thread_stop_time_nsec","global_start_time_sec","global_start_time_nsec","global_stop_time_sec","global_stop_time_nsec"
256,500,375,-2,0.6,-1,1,2,0,2,2,36895,10196623,36895,97772823,36895,10065722,36895,97840386
256,500,375,-2,0.6,-1,1,2,0,3,1,36895,171252147,36895,254989309,36895,171178349,36895,256766392
256,500,375,-2,0.6,-1,1,2,0,3,2,36895,171286305,36895,256696745,36895,171178349,36895,256766392
256,500,375,-2,0.6,-1,1,2,0,4,1,36895,330555035,36895,414511118,36895,330385749,36895,416356487
256,500,375,-2,0.6,-1,1,2,0,4,2,36895,330572750,36895,416284984,36895,330385749,36895,416356487
256,500,375,-2,0.6,-1,1,2,0,5,1,36895,487229474,36895,573195519,36895,487107404,36895,575085438
256,500,375,-2,0.6,-1,1,2,0,5,2,36895,487261020,36895,575017848,36895,487107404,36895,575085438
256,500,375,-2,0.6,-1,1,2,0,6,1,36895,650594024,36895,734559313,36895,650399515,36895,736413451
256,500,375,-2,0.6,-1,1,2,0,6,2,36895,650556722,36895,736340969,36895,650399515,36895,736413451
256,500,375,-2,0.6,-1,1,2,0,7,1,36895,812678182,36895,899169917,36895,812429533,36895,901060870
256,500,375,-2,0.6,-1,1,2,0,7,2,36895,812671625,36895,900987364,36895,812429533,36895,901060870
256,500,375,-2,0.6,-1,1,2,0,8,1,36895,970772997,36896,52934583,36895,970757885,36896,54761308
256,500,375,-2,0.6,-1,1,2,0,8,2,36895,970770222,36896,54694548,36895,970757885,36896,54761308
256,500,375,-2,0.6,-1,1,2,0,9,1,36896,128536695,36896,215071215,36896,128387054,36896,216849848
256,500,375,-2,0.6,-1,1,2,0,9,2,36896,128458183,36896,216782834,36896,128387054,36896,216849848
256,500,375,-2,0.6,-1,1,2,0,10,1,36896,287155853,36896,372610797,36896,287043780,36896,374444225
256,500,375,-2,0.6,-1,1,2,0,10,2,36896,287190304,36896,374375674,36896,287043780,36896,374444225
256,500,375,-2,0.6,-1,1,2,1,1,1,36896,458960924,36896,629001442,36896,458858578,36896,629069252
256,500,375,-2,0.6,-1,1,2,1,1,2,36896,459001416,36896,629001564,36896,458858578,36896,629069252
256,500,375,-2,0.6,-1,1,2,1,2,1,36896,704341606,36896,875487932,36896,704167485,36896,875557536
256,500,375,-2,0.6,-1,1,2,1,2,2,36896,704276837,36896,875487824,36896,704167485,36896,875557536
256,500,375,-2,0.6,-1,1,2,1,3,1,36896,947330706,36897,117216008,36896,947286352,36897,117285738
256,500,375,-2,0.6,-1,1,2,1,3,2,36896,947326026,36897,117215776,36896,947286352,36897,117285738
256,500,375,-2,0.6,-1,1,2,1,4,1,36897,189767221,36897,359458208,36897,189686269,36897,359531556
256,500,375,-2,0.6,-1,1,2,1,4,2,36897,189832971,36897,359458452,36897,189686269,36897,359531556
256,500,375,-2,0.6,-1,1,2,1,5,1,36897,434731770,36897,606549945,36897,434570171,36897,606620728
256,500,375,-2,0.6,-1,1,2,1,5,2,36897,434677757,36897,606549655,36897,434570171,36897,606620728
256,500,375,-2,0.6,-1,1,2,1,6,1,36897,682649795,36897,851124740,36897,682555357,36897,851198262
256,500,375,-2,0.6,-1,1,2,1,6,2,36897,682681818,36897,851124629,36897,682555357,36897,851198262
256,500,375,-2,0.6,-1,1,2,1,7,1,36897,923593570,36898,91662224,36897,923543756,36898,91729765
256,500,375,-2,0.6,-1,1,2,1,7,2,36897,923597404,36898,91662388,36897,923543756,36898,91729765
256,500,375,-2,0.6,-1,1,2,1,8,1,36898,166527473,36898,338431865,36898,166470890,36898,338504725
256,500,375,-2,0.6,-1,1,2,1,8,2,36898,166497073,36898,338431984,36898,166470890,36898,338504725
256,500,375,-2,0.6,-1,1,2,1,9,1,36898,419630246,36898,591056990,36898,419493079,36898,591128446
256,500,375,-2,0.6,-1,1,2,1,9,2,36898,419597329,36898,591057075,36898,419493079,36898,591128446
256,500,375,-2,0.6,-1,1,2,1,10,1,36898,673887195,36898,844371558,36898,673676605,36898,844433049
256,500,375,-2,0.6,-1,1,2,1,10,2,36898,673815014,36898,844371314,36898,673676605,36898,844433049
256,500,375,-2,0.6,-1,1,2,2,1,1,36898,932225936,36899,102025747,36898,932023014,36899,102106095
256,500,375,-2,0.6,-1,1,2,2,1,2,36898,932261351,36898,932261486,36898,932023014,36899,102106095
256,500,375,-2,0.6,-1,1,2,2,2,1,36899,177228002,36899,344927116,36899,177027270,36899,344992925
256,500,375,-2,0.6,-1,1,2,2,2,2,36899,177221650,36899,177221768,36899,177027270,36899,344992925
256,500,375,-2,0.6,-1,1,2,2,3,1,36899,424975129,36899,591430072,36899,424873456,36899,591504780
256,500,375,-2,0.6,-1,1,2,2,3,2,36899,425037590,36899,425037708,36899,424873456,36899,591504780
256,500,375,-2,0.6,-1,1,2,2,4,1,36899,665986763,36899,833349929,36899,665805908,36899,833445561
256,500,375,-2,0.6,-1,1,2,2,4,2,36899,665979431,36899,665979548,36899,665805908,36899,833445561
256,500,375,-2,0.6,-1,1,2,2,5,1,36899,910777221,36900,77817145,36899,910722795,36900,77888941
256,500,375,-2,0.6,-1,1,2,2,5,2,36899,910812668,36899,910812808,36899,910722795,36900,77888941
256,500,375,-2,0.6,-1,1,2,2,6,1,36900,153189177,36900,319143527,36900,152981118,36900,319210129
256,500,375,-2,0.6,-1,1,2,2,6,2,36900,153158787,36900,153158925,36900,152981118,36900,319210129
256,500,375,-2,0.6,-1,1,2,2,7,1,36900,395925221,36900,560725309,36900,395793057,36900,560801039
256,500,375,-2,0.6,-1,1,2,2,7,2,36900,395960128,36900,395960248,36900,395793057,36900,560801039
256,500,375,-2,0.6,-1,1,2,2,8,1,36900,638593276,36900,805087466,36900,638495888,36900,805182315
256,500,375,-2,0.6,-1,1,2,2,8,2,36900,638616154,36900,638616271,36900,638495888,36900,805182315
256,500,375,-2,0.6,-1,1,2,2,9,1,36900,881243459,36901,48678563,36900,881182459,36901,48751365
256,500,375,-2,0.6,-1,1,2,2,9,2,36900,881274389,36900,881274527,36900,881182459,36901,48751365
256,500,375,-2,0.6,-1,1,2,2,10,1,36901,128536042,36901,298230080,36901,128424771,36901,298305147
256,500,375,-2,0.6,-1,1,2,2,10,2,36901,128498993,36901,128499131,36901,128424771,36901,298305147
256,500,375,-2,0.6,-1,1,3,0,1,1,36901,387294428,36901,425932568,36901,387009821,36901,488225481
256,500,375,-2,0.6,-1,1,3,0,1,2,36901,387257529,36901,488134604,36901,387009821,36901,488225481
256,500,375,-2,0.6,-1,1,3,0,1,3,36901,387289784,36901,427083992,36901,387009821,36901,488225481
256,500,375,-2,0.6,-1,1,3,0,2,1,36901,567688510,36901,604450592,36901,567526086,36901,666684474
256,500,375,-2,0.6,-1,1,3,0,2,2,36901,567756642,36901,666612687,36901,567526086,36901,666684474
256,500,375,-2,0.6,-1,1,3,0,2,3,36901,567724258,36901,605596358,36901,567526086,36901,666684474
256,500,375,-2,0.6,-1,1,3,0,3,1,36901,749048085,36901,786577399,36901,748839954,36901,848819360
256,500,375,-2,0.6,-1,1,3,0,3,2,36901,749048688,36901,848737839,36901,748839954,36901,848819360
256,500,375,-2,0.6,-1,1,3,0,3,3,36901,749084721,36901,787727060,36901,748839954,36901,848819360
256,500,375,-2,0.6,-1,1,3,0,4,1,36901,923633810,36901,961534936,36901,923504218,36902,23880386
256,500,375,-2,0.6,-1,1,3,0,4,2,36901,923677598,36902,23799196,36901,923504218,36902,23880386
256,500,375,-2,0.6,-1,1,3,0,4,3,36901,923715457,36901,962736495,36901,923504218,36902,23880386
256,500,375,-2,0.6,-1,1,3,0,5,1,36902,107294505,36902,144187729,36902,107164711,36902,206480103
256,500,375,-2,0.6,-1,1,3,0,5,2,36902,107298304,36902,206402138,36902,107164711,36902,206480103
256,500,375,-2,0.6,-1,1,3,0,5,3,36902,107363188,36902,145377325,36902,107164711,36902,206480103
256,500,375,-2,0.6,-1,1,3,0,6,1,36902,284122681,36902,324120882,36902,283907347,36902,386376737
256,500,375,-2,0.6,-1,1,3,0,6,2,36902,284081380,36902,386279064,36902,283907347,36902,386376737
256,500,375,-2,0.6,-1,1,3,0,6,3,36902,284164722,36902,325292327,36902,283907347,36902,386376737
256,500,375,-2,0.6,-1,1,3,0,7,1,36902,467418571,36902,506028491,36902,467211793,36902,568298619
256,500,375,-2,0.6,-1,1,3,0,7,2,36902,467485612,36902,568197819,36902,467211793,36902,568298619
256,500,375,-2,0.6,-1,1,3,0,7,3,36902,467480970,36902,507181497,36902,467211793,36902,568298619
256,500,375,-2,0.6,-1,1,3,0,8,1,36902,645617329,36902,684967606,36902,645438531,36902,747148621
256,500,375,-2,0.6,-1,1,3,0,8,2,36902,645541905,36902,747075101,36902,645438531,36902,747148621
256,500,375,-2,0.6,-1,1,3,0,8,3,36902,645584917,36902,686100717,36902,645438531,36902,747148621
256,500,375,-2,0.6,-1,1,3,0,9,1,36902,827465541,36902,866031130,36902,827262837,36902,928315677
256,500,375,-2,0.6,-1,1,3,0,9,2,36902,827463173,36902,928231438,36902,827262837,36902,928315677
256,500,375,-2,0.6,-1,1,3,0,9,3,36902,827392679,36902,867141477,36902,827262837,36902,928315677
256,500,375,-2,0.6,-1,1,3,0,10,1,36903,12697781,36903,49015343,36903,12546853,36903,111279934
256,500,375,-2,0.6,-1,1,3,0,10,2,36903,12707403,36903,111200046,36903,12546853,36903,111279934
256,500,375,-2,0.6,-1,1,3,0,10,3,36903,12626426,36903,50139398,36903,12546853,36903,111279934
256,500,375,-2,0.6,-1,1,3,1,1,1,36903,205039352,36903,374184623,36903,204888934,36903,374259903
256,500,375,-2,0.6,-1,1,3,1,1,2,36903,205012159,36903,374183965,36903,204888934,36903,374259903
256,500,375,-2,0.6,-1,1,3,1,1,3,36903,204972673,36903,374178436,36903,204888934,36903,374259903
256,500,375,-2,0.6,-1,1,3,1,2,1,36903,457659528,36903,628190006,36903,457519500,36903,628266237
256,500,375,-2,0.6,-1,1,3,1,2,2,36903,457696274,36903,628187515,36903,457519500,36903,628266237
256,500,375,-2,0.6,-1,1,3,1,2,3,36903,457694715,36903,628193440,36903,457519500,36903,628266237
256,500,375,-2,0.6,-1,1,3,1,3,1,36903,707961432,36903,875987740,36903,707815494,36903,876062583
256,500,375,-2,0.6,-1,1,3,1,3,2,36903,708027437,36903,875990892,36903,707815494,36903,876062583
256,500,375,-2,0.6,-1,1,3,1,3,3,36903,707963079,36903,875977717,36903,707815494,36903,876062583
256,500,375,-2,0.6,-1,1,3,1,4,1,36903,957551948,36904,126563607,36903,957239975,36904,126638416
256,500,375,-2,0.6,-1,1,3,1,4,2,36903,957556828,36904,126571501,36903,957239975,36904,126638416
256,500,375,-2,0.6,-1,1,3,1,4,3,36903,957549563,36904,126571886,36903,957239975,36904,126638416
256,500,375,-2,0.6,-1,1,3,1,5,1,36904,205588074,36904,376424246,36904,205450546,36904,376498086
256,500,375,-2,0.6,-1,1,3,1,5,2,36904,205662477,36904,376411048,36904,205450546,36904,376498086
256,500,375,-2,0.6,-1,1,3,1,5,3,36904,205654529,36904,376422061,36904,205450546,36904,376498086
256,500,375,-2,0.6,-1,1,3,1,6,1,36904,458905996,36904,630296614,36904,458775805,36904,630372326
256,500,375,-2,0.6,-1,1,3,1,6,2,36904,458912217,36904,630299736,36904,458775805,36904,630372326
256,500,375,-2,0.6,-1,1,3,1,6,3,36904,458975169,36904,630300121,36904,458775805,36904,630372326
256,500,375,-2,0.6,-1,1,3,1,7,1,36904,713821185,36904,882858955,36904,713654103,36904,882939086
256,500,375,-2,0.6,-1,1,3,1,7,2,36904,713851667,36904,882859041,36904,713654103,36904,882939086
256,500,375,-2,0.6,-1,1,3,1,7,3,36904,713864262,36904,882820455,36904,713654103,36904,882939086
256,500,375,-2,0.6,-1,1,3,1,8,1,36904,965154164,36905,134362200,36904,964946137,36905,134445382
256,500,375,-2,0.6,-1,1,3,1,8,2,36904,965075154,36905,134372894,36904,964946137,36905,134445382
256,500,375,-2,0.6,-1,1,3,1,8,3,36904,965110808,36905,134369291,36904,964946137,36905,134445382
256,500,375,-2,0.6,-1,1,3,1,9,1,36905,212821540,36905,383801413,36905,212599016,36905,383875231
256,500,375,-2,0.6,-1,1,3,1,9,2,36905,212739342,36905,383791085,36905,212599016,36905,383875231
256,500,375,-2,0.6,-1,1,3,1,9,3,36905,212810199,36905,383801822,36905,212599016,36905,383875231
256,500,375,-2,0.6,-1,1,3,1,10,1,36905,463369130,36905,635075896,36905,463238459,36905,635149041
256,500,375,-2,0.6,-1,1,3,1,10,2,36905,463402265,36905,635076903,36905,463238459,36905,635149041
256,500,375,-2,0.6,-1,1,3,1,10,3,36905,463399187,36905,635063175,36905,463238459,36905,635149041
256,500,375,-2,0.6,-1,1,3,2,1,1,36905,723555633,36905,888544514,36905,723390165,36905,888641827
256,500,375,-2,0.6,-1,1,3,2,1,2,36905,723620136,36905,723620256,36905,723390165,36905,888641827
256,500,375,-2,0.6,-1,1,3,2,1,3,36905,723581959,36905,723582084,36905,723390165,36905,888641827
256,500,375,-2,0.6,-1,1,3,2,2,1,36905,968569763,36906,136502691,36905,968358368,36906,136583132
256,500,375,-2,0.6,-1,1,3,2,2,2,36905,968496941,36905,968497061,36905,968358368,36906,136583132
256,500,375,-2,0.6,-1,1,3,2,2,3,36905,968564975,36905,968565093,36905,968358368,36906,136583132
256,500,375,-2,0.6,-1,1,3,2,3,1,36906,216570356,36906,384304861,36906,216448489,36906,384387575
256,500,375,-2,0.6,-1,1,3,2,3,2,36906,216642777,36906,216642917,36906,216448489,36906,384387575
256,500,375,-2,0.6,-1,1,3,2,3,3,36906,216650500,36906,216650632,36906,216448489,36906,384387575
256,500,375,-2,0.6,-1,1,3,2,4,1,36906,468572546,36906,633071068,36906,468355603,36906,633166370
256,500,375,-2,0.6,-1,1,3,2,4,2,36906,468573227,36906,468573407,36906,468355603,36906,633166370
256,500,375,-2,0.6,-1,1,3,2,4,3,36906,468606189,36906,468606322,36906,468355603,36906,633166370
256,500,375,-2,0.6,-1,1,3,2,5,1,36906,715693704,36906,882345099,36906,715510812,36906,882432272
256,500,375,-2,0.6,-1,1,3,2,5,2,36906,715728060,36906,715728180,36906,715510812,36906,882432272
256,500,375,-2,0.6,-1,1,3,2,5,3,36906,715764356,36906,715764476,36906,715510812,36906,882432272
256,500,375,-2,0.6,-1,1,3,2,6,1,36906,965277163,36907,132409007,36906,965119631,36907,132491471
256,500,375,-2,0.6,-1,1,3,2,6,2,36906,965311379,36906,965311497,36906,965119631,36907,132491471
256,500,375,-2,0.6,-1,1,3,2,6,3,36906,965343513,36906,965343651,36906,965119631,36907,132491471
256,500,375,-2,0.6,-1,1,3,2,7,1,36907,215315614,36907,382098971,36907,215147574,36907,382181042
256,500,375,-2,0.6,-1,1,3,2,7,2,36907,215391674,36907,215391786,36907,215147574,36907,382181042
256,500,375,-2,0.6,-1,1,3,2,7,3,36907,215319933,36907,215320053,36907,215147574,36907,382181042
256,500,375,-2,0.6,-1,1,3,2,8,1,36907,464822643,36907,632543127,36907,464577933,36907,632625486
256,500,375,-2,0.6,-1,1,3,2,8,2,36907,464830656,36907,464830769,36907,464577933,36907,632625486
256,500,375,-2,0.6,-1,1,3,2,8,3,36907,464793187,36907,464793339,36907,464577933,36907,632625486
256,500,375,-2,0.6,-1,1,3,2,9,1,36907,715002891,36907,883650618,36907,714856342,36907,883726715
256,500,375,-2,0.6,-1,1,3,2,9,2,36907,714998987,36907,714999164,36907,714856342,36907,883726715
256,500,375,-2,0.6,-1,1,3,2,9,3,36907,715067411,36907,715067532,36907,714856342,36907,883726715
256,500,375,-2,0.6,-1,1,3,2,10,1,36907,964967251,36908,131053516,36907,964836175,36908,131125530
256,500,375,-2,0.6,-1,1,3,2,10,2,36907,965002240,36907,965002383,36907,964836175,36908,131125530
256,500,375,-2,0.6,-1,1,3,2,10,3,36907,965036889,36907,965037030,36907,964836175,36908,131125530
256,500,375,-2,0.6,-1,1,4,0,1,1,36908,226451878,36908,246986294,36908,226195711,36908,294690058
256,500,375,-2,0.6,-1,1,4,0,1,2,36908,226517605,36908,293761964,36908,226195711,36908,294690058
256,500,375,-2,0.6,-1,1,4,0,1,3,36908,226522389,36908,294608260,36908,226195711,36908,294690058
256,500,375,-2,0.6,-1,1,4,0,1,4,36908,226450644,36908,247888937,36908,226195711,36908,294690058
256,500,375,-2,0.6,-1,1,4,0,2,1,36908,381506094,36908,404300555,36908,381275475,36908,452013462
256,500,375,-2,0.6,-1,1,4,0,2,2,36908,381576441,36908,451078418,36908,381275475,36908,452013462
256,500,375,-2,0.6,-1,1,4,0,2,3,36908,381571411,36908,451924737,36908,381275475,36908,452013462
256,500,375,-2,0.6,-1,1,4,0,2,4,36908,381570322,36908,405233489,36908,381275475,36908,452013462
256,500,375,-2,0.6,-1,1,4,0,3,1,36908,540681282,36908,560117067,36908,540399225,36908,607837529
256,500,375,-2,0.6,-1,1,4,0,3,2,36908,540714592,36908,606861265,36908,540399225,36908,607837529
256,500,375,-2,0.6,-1,1,4,0,3,3,36908,540750515,36908,607751687,36908,540399225,36908,607837529
256,500,375,-2,0.6,-1,1,4,0,3,4,36908,540745871,36908,561071529,36908,540399225,36908,607837529
256,500,375,-2,0.6,-1,1,4,0,4,1,36908,694235910,36908,714909686,36908,694014838,36908,762561919
256,500,375,-2,0.6,-1,1,4,0,4,2,36908,694272275,36908,761653882,36908,694014838,36908,762561919
256,500,375,-2,0.6,-1,1,4,0,4,3,36908,694202199,36908,762473671,36908,694014838,36908,762561919
256,500,375,-2,0.6,-1,1,4,0,4,4,36908,694272961,36908,715836980,36908,694014838,36908,762561919
256,500,375,-2,0.6,-1,1,4,0,5,1,36908,847537328,36908,866040107,36908,847294002,36908,913749421
256,500,375,-2,0.6,-1,1,4,0,5,2,36908,847620252,36908,912819105,36908,847294002,36908,913749421
256,500,375,-2,0.6,-1,1,4,0,5,3,36908,847615608,36908,913664990,36908,847294002,36908,913749421
256,500,375,-2,0.6,-1,1,4,0,5,4,36908,847583666,36908,866963479,36908,847294002,36908,913749421
256,500,375,-2,0.6,-1,1,4,0,6,1,36909,6253987,36909,28745212,36909,5981967,36909,76439791
256,500,375,-2,0.6,-1,1,4,0,6,2,36909,6354285,36909,75539460,36909,5981967,36909,76439791
256,500,375,-2,0.6,-1,1,4,0,6,3,36909,6299736,36909,76351793,36909,5981967,36909,76439791
256,500,375,-2,0.6,-1,1,4,0,6,4,36909,6349578,36909,29717285,36909,5981967,36909,76439791
256,500,375,-2,0.6,-1,1,4,0,7,1,36909,158296237,36909,176668161,36909,158016700,36909,224385116
256,500,375,-2,0.6,-1,1,4,0,7,2,36909,158342730,36909,223426794,36909,158016700,36909,224385116
256,500,375,-2,0.6,-1,1,4,0,7,3,36909,158374048,36909,224291786,36909,158016700,36909,224385116
256,500,375,-2,0.6,-1,1,4,0,7,4,36909,158378741,36909,177633688,36909,158016700,36909,224385116
256,500,375,-2,0.6,-1,1,4,0,8,1,36909,314341151,36909,333361939,36909,314108885,36909,381052396
256,500,375,-2,0.6,-1,1,4,0,8,2,36909,314374851,36909,380115913,36909,314108885,36909,381052396
256,500,375,-2,0.6,-1,1,4,0,8,3,36909,314373838,36909,380953865,36909,314108885,36909,381052396
256,500,375,-2,0.6,-1,1,4,0,8,4,36909,314294302,36909,334226388,36909,314108885,36909,381052396
256,500,375,-2,0.6,-1,1,4,0,9,1,36909,464998840,36909,486160638,36909,464752874,36909,533890963
256,500,375,-2,0.6,-1,1,4,0,9,2,36909,465079539,36909,532951823,36909,464752874,36909,533890963
256,500,375,-2,0.6,-1,1,4,0,9,3,36909,465078526,36909,533797398,36909,464752874,36909,533890963
256,500,375,-2,0.6,-1,1,4,0,9,4,36909,465043862,36909,487093263,36909,464752874,36909,533890963
256,500,375,-2,0.6,-1,1,4,0,10,1,36909,622814474,36909,641598118,36909,622628772,36909,689292370
256,500,375,-2,0.6,-1,1,4,0,10,2,36909,622904848,36909,688401890,36909,622628772,36909,689292370
256,500,375,-2,0.6,-1,1,4,0,10,3,36909,622900178,36909,689240147,36909,622628772,36909,689292370
256,500,375,-2,0.6,-1,1,4,0,10,4,36909,622866798,36909,642549672,36909,622628772,36909,689292370
256,500,375,-2,0.6,-1,1,4,1,1,1,36909,792433412,36909,965548202,36909,792259268,36909,965622558
256,500,375,-2,0.6,-1,1,4,1,1,2,36909,792468947,36909,965541599,36909,792259268,36909,965622558
256,500,375,-2,0.6,-1,1,4,1,1,3,36909,792468666,36909,965548363,36909,792259268,36909,965622558
256,500,375,-2,0.6,-1,1,4,1,1,4,36909,792493506,36909,965544279,36909,792259268,36909,965622558
256,500,375,-2,0.6,-1,1,4,1,2,1,36910,59878160,36910,231227523,36910,59582720,36910,231327817
256,500,375,-2,0.6,-1,1,4,1,2,2,36910,59848165,36910,231223616,36910,59582720,36910,231327817
256,500,375,-2,0.6,-1,1,4,1,2,3,36910,59877121,36910,231245174,36910,59582720,36910,231327817
256,500,375,-2,0.6,-1,1,4,1,2,4,36910,59802060,36910,231245378,36910,59582720,36910,231327817
256,500,375,-2,0.6,-1,1,4,1,3,1,36910,316733303,36910,485070064,36910,316476486,36910,485147221
256,500,375,-2,0.6,-1,1,4,1,3,2,36910,316805519,36910,485074070,36910,316476486,36910,485147221
256,500,375,-2,0.6,-1,1,4,1,3,3,36910,316805762,36910,485073778,36910,316476486,36910,485147221
256,500,375,-2,0.6,-1,1,4,1,3,4,36910,316808119,36910,485070700,36910,316476486,36910,485147221
256,500,375,-2,0.6,-1,1,4,1,4,1,36910,572967774,36910,744662183,36910,572712864,36910,744739280
256,500,375,-2,0.6,-1,1,4,1,4,2,36910,572968240,36910,744665831,36910,572712864,36910,744739280
256,500,375,-2,0.6,-1,1,4,1,4,3,36910,572996863,36910,744662899,36910,572712864,36910,744739280
256,500,375,-2,0.6,-1,1,4,1,4,4,36910,572923824,36910,744666067,36910,572712864,36910,744739280
256,500,375,-2,0.6,-1,1,4,1,5,1,36910,827712616,36910,998618388,36910,827445392,36910,998690208
256,500,375,-2,0.6,-1,1,4,1,5,2,36910,827747811,36910,998594073,36910,827445392,36910,998690208
256,500,375,-2,0.6,-1,1,4,1,5,3,36910,827748704,36910,998603839,36910,827445392,36910,998690208
256,500,375,-2,0.6,-1,1,4,1,5,4,36910,827677402,36910,998618149,36910,827445392,36910,998690208
256,500,375,-2,0.6,-1,1,4,1,6,1,36911,84293345,36911,255542134,36911,84053387,36911,255619756
256,500,375,-2,0.6,-1,1,4,1,6,2,36911,84298180,36911,255550629,36911,84053387,36911,255619756
256,500,375,-2,0.6,-1,1,4,1,6,3,36911,84293150,36911,255550133,36911,84053387,36911,255619756
256,500,375,-2,0.6,-1,1,4,1,6,4,36911,84225969,36911,255541914,36911,84053387,36911,255619756
256,500,375,-2,0.6,-1,1,4,1,7,1,36911,342336269,36911,510985324,36911,342070133,36911,511054150
256,500,375,-2,0.6,-1,1,4,1,7,2,36911,342368150,36911,510987070,36911,342070133,36911,511054150
256,500,375,-2,0.6,-1,1,4,1,7,3,36911,342373616,36911,510990225,36911,342070133,36911,511054150
256,500,375,-2,0.6,-1,1,4,1,7,4,36911,342300476,36911,510990541,36911,342070133,36911,511054150
256,500,375,-2,0.6,-1,1,4,1,8,1,36911,596426138,36911,765575220,36911,596228329,36911,765656407
256,500,375,-2,0.6,-1,1,4,1,8,2,36911,596496690,36911,765581641,36911,596228329,36911,765656407
256,500,375,-2,0.6,-1,1,4,1,8,3,36911,596500336,36911,765581958,36911,596228329,36911,765656407
256,500,375,-2,0.6,-1,1,4,1,8,4,36911,596466373,36911,765576862,36911,596228329,36911,765656407
256,500,375,-2,0.6,-1,1,4,1,9,1,36911,850496050,36912,22484833,36911,850194620,36912,22553754
256,500,375,-2,0.6,-1,1,4,1,9,2,36911,850410637,36912,22486094,36911,850194620,36912,22553754
256,500,375,-2,0.6,-1,1,4,1,9,3,36911,850482945,36912,22491550,36911,850194620,36912,22553754
256,500,375,-2,0.6,-1,1,4,1,9,4,36911,850484329,36912,22491591,36911,850194620,36912,22553754
256,500,375,-2,0.6,-1,1,4,1,10,1,36912,115495722,36912,287077060,36912,115213595,36912,287159816
256,500,375,-2,0.6,-1,1,4,1,10,2,36912,115397007,36912,287089990,36912,115213595,36912,287159816
256,500,375,-2,0.6,-1,1,4,1,10,3,36912,115459336,36912,287084944,36912,115213595,36912,287159816
256,500,375,-2,0.6,-1,1,4,1,10,4,36912,115491027,36912,287089895,36912,115213595,36912,287159816
256,500,375,-2,0.6,-1,1,4,2,1,1,36912,388901054,36912,556677949,36912,388632766,36912,556763190
256,500,375,-2,0.6,-1,1,4,2,1,2,36912,388927695,36912,388927893,36912,388632766,36912,556763190
256,500,375,-2,0.6,-1,1,4,2,1,3,36912,388953466,36912,388953586,36912,388632766,36912,556763190
256,500,375,-2,0.6,-1,1,4,2,1,4,36912,388958401,36912,388958513,36912,388632766,36912,556763190
256,500,375,-2,0.6,-1,1,4,2,2,1,36912,649163747,36912,813441273,36912,648832679,36912,813540927
256,500,375,-2,0.6,-1,1,4,2,2,2,36912,649169457,36912,649169590,36912,648832679,36912,813540927
256,500,375,-2,0.6,-1,1,4,2,2,3,36912,649164770,36912,649164885,36912,648832679,36912,813540927
256,500,375,-2,0.6,-1,1,4,2,2,4,36912,649130882,36912,649131017,36912,648832679,36912,813540927
256,500,375,-2,0.6,-1,1,4,2,3,1,36912,899351229,36913,64385915,36912,899181202,36913,64478588
256,500,375,-2,0.6,-1,1,4,2,3,2,36912,899277574,36912,899277751,36912,899181202,36913,64478588
256,500,375,-2,0.6,-1,1,4,2,3,3,36912,899310544,36912,899310711,36912,899181202,36913,64478588
256,500,375,-2,0.6,-1,1,4,2,3,4,36912,899284005,36912,899284208,36912,899181202,36913,64478588
256,500,375,-2,0.6,-1,1,4,2,4,1,36913,153514425,36913,322764624,36913,153354665,36913,322844664
256,500,375,-2,0.6,-1,1,4,2,4,2,36913,153586898,36913,153587024,36913,153354665,36913,322844664
256,500,375,-2,0.6,-1,1,4,2,4,3,36913,153596926,36913,153597043,36913,153354665,36913,322844664
256,500,375,-2,0.6,-1,1,4,2,4,4,36913,153586468,36913,153586608,36913,153354665,36913,322844664
256,500,375,-2,0.6,-1,1,4,2,5,1,36913,415909372,36913,583254625,36913,415690535,36913,583341864
256,500,375,-2,0.6,-1,1,4,2,5,2,36913,415949932,36913,415950067,36913,415690535,36913,583341864
256,500,375,-2,0.6,-1,1,4,2,5,3,36913,415945187,36913,415945325,36913,415690535,36913,583341864
256,500,375,-2,0.6,-1,1,4,2,5,4,36913,415874142,36913,415874293,36913,415690535,36913,583341864
256,500,375,-2,0.6,-1,1,4,2,6,1,36913,675342713,36913,842088184,36913,675004576,36913,842171973
256,500,375,-2,0.6,-1,1,4,2,6,2,36913,675332973,36913,675333086,36913,675004576,36913,842171973
256,500,375,-2,0.6,-1,1,4,2,6,3,36913,675332590,36913,675332706,36913,675004576,36913,842171973
256,500,375,-2,0.6,-1,1,4,2,6,4,36913,675299708,36913,675299883,36913,675004576,36913,842171973
256,500,375,-2,0.6,-1,1,4,2,7,1,36913,930084484,36914,95671105,36913,929797560,36914,95725371
256,500,375,-2,0.6,-1,1,4,2,7,2,36913,930014270,36913,930014466,36913,929797560,36914,95725371
256,500,375,-2,0.6,-1,1,4,2,7,3,36913,930090588,36913,930090721,36913,929797560,36914,95725371
256,500,375,-2,0.6,-1,1,4,2,7,4,36913,930018204,36913,930018407,36913,929797560,36914,95725371
256,500,375,-2,0.6,-1,1,4,2,8,1,36914,182123243,36914,347668568,36914,181735132,36914,347761987
